Byte pair, Frequency
(256, 298), -> [7]
(109, 349), -> [19]
(349, 98), -> [3]
(275, 73), -> [1]
(292, 70), -> [12]
(100, 278), -> [33]
(279, 323), -> [13]
(288, 80), -> [9]
(80, 104), -> [26]
(104, 264), -> [21]
(264, 111), -> [5]
(32, 73), -> [48]
(104, 278), -> [24]
(278, 101), -> [15]
(101, 348), -> [2]
(348, 115), -> [9]
(351, 104), -> [34]
(272, 274), -> [9]
(262, 104), -> [21]
(256, 111), -> [3]
(112, 290), -> [47]
(290, 268), -> [11]
(338, 109), -> [17]
(279, 115), -> [9]
(115, 274), -> [15]
(274, 349), -> [16]
(349, 263), -> [21]
(338, 119), -> [6]
(119, 101), -> [43]
(101, 107), -> [51]
(107, 259), -> [3]
(331, 105), -> [12]
(262, 275), -> [23]
(325, 102), -> [17]
(102, 293), -> [21]
(293, 274), -> [31]
(274, 256), -> [35]
(256, 305), -> [13]
(114, 325), -> [25]
(111, 339), -> [30]
(339, 45), -> [20]
(45, 339), -> [5]
(268, 119), -> [5]
(279, 83), -> [15]
(111, 298), -> [30]
(298, 102), -> [30]
(102, 273), -> [9]
(273, 319), -> [20]
(65, 112), -> [130]
(340, 257), -> [10]
(98, 343), -> [10]
(264, 97), -> [23]
(114, 256), -> [44]
(348, 275), -> [28]
(99, 256), -> [67]
(256, 351), -> [52]
(351, 263), -> [4]
(263, 99), -> [44]
(286, 101), -> [13]
(259, 354), -> [6]
(354, 261), -> [4]
(84, 105), -> [101]
(256, 80), -> [19]
(271, 257), -> [6]
(348, 97), -> [4]
(271, 268), -> [7]
(268, 279), -> [32]
(279, 108), -> [2]
(339, 262), -> [34]
(348, 82), -> [1]
(82, 111), -> [118]
(111, 301), -> [122]
(325, 83), -> [72]
(116, 264), -> [86]
(264, 101), -> [74]
(101, 344), -> [41]
(344, 49), -> [9]
(32, 71), -> [60]
(71, 320), -> [39]
(347, 310), -> [18]
(266, 83), -> [24]
(83, 264), -> [78]
(278, 262), -> [57]
(262, 351), -> [55]
(351, 65), -> [17]
(257, 66), -> [38]
(344, 71), -> [5]
(339, 115), -> [29]
(319, 70), -> [10]
(70, 291), -> [31]
(291, 98), -> [25]
(310, 39), -> [8]
(39, 32), -> [129]
(77, 111), -> [25]
(266, 80), -> [15]
(119, 278), -> [33]
(102, 117), -> [36]
(87, 286), -> [17]
(286, 290), -> [28]
(290, 259), -> [2]
(272, 97), -> [16]
(256, 49), -> [61]
(71, 114), -> [76]
(109, 109), -> [58]
(109, 273), -> [57]
(273, 65), -> [58]
(40, 102), -> [3]
(325, 338), -> [15]
(338, 320), -> [12]
(291, 258), -> [41]
(258, 102), -> [31]
(260, 65), -> [5]
(32, 323), -> [44]
(260, 119), -> [5]
(119, 263), -> [27]
(115, 41), -> [7]
(338, 80), -> [5]
(80, 265), -> [10]
(101, 298), -> [6]
(69, 109), -> [16]
(100, 257), -> [72]
(257, 52), -> [4]
(52, 48), -> [26]
(258, 77), -> [8]
(319, 50), -> [2]
(115, 294), -> [1]
(294, 76), -> [1]
(69, 271), -> [9]
(108, 273), -> [258]
(273, 108), -> [7]
(344, 326), -> [2]
(326, 108), -> [8]
(100, 104), -> [3]
(111, 258), -> [22]
(258, 104), -> [6]
(104, 286), -> [9]
(87, 121), -> [7]
(121, 286), -> [4]
(286, 105), -> [5]
(266, 119), -> [49]
(119, 348), -> [86]
(279, 68), -> [7]
(57, 44), -> [6]
(44, 91), -> [118]
(91, 49), -> [42]
(49, 327), -> [41]
(327, 263), -> [5]
(97, 341), -> [9]
(341, 50), -> [67]
(50, 327), -> [42]
(327, 83), -> [58]
(268, 97), -> [21]
(272, 74), -> [5]
(74, 97), -> [29]
(349, 302), -> [2]
(291, 341), -> [5]
(341, 51), -> [61]
(51, 327), -> [46]
(327, 72), -> [12]
(272, 102), -> [37]
(97, 267), -> [27]
(278, 257), -> [68]
(257, 83), -> [59]
(83, 99), -> [24]
(116, 266), -> [10]
(266, 75), -> [3]
(75, 296), -> [5]
(296, 115), -> [5]
(115, 108), -> [14]
(101, 273), -> [60]
(273, 282), -> [2]
(257, 105), -> [7]
(338, 102), -> [19]
(109, 272), -> [7]
(115, 305), -> [12]
(305, 99), -> [2]
(107, 98), -> [2]
(107, 272), -> [12]
(102, 283), -> [188]
(283, 77), -> [8]
(77, 278), -> [3]
(278, 265), -> [3]
(265, 301), -> [5]
(76, 121), -> [15]
(110, 284), -> [15]
(284, 91), -> [2]
(91, 52), -> [62]
(52, 327), -> [50]
(327, 319), -> [72]
(272, 109), -> [21]
(257, 65), -> [69]
(100, 320), -> [10]
(320, 338), -> [2]
(338, 71), -> [14]
(71, 271), -> [21]
(110, 272), -> [6]
(272, 282), -> [1]
(40, 110), -> [2]
(110, 195), -> [2]
(195, 169), -> [5]
(169, 256), -> [2]
(108, 289), -> [16]
(289, 41), -> [1]
(107, 268), -> [33]
(283, 338), -> [10]
(338, 298), -> [3]
(256, 348), -> [11]
(348, 338), -> [38]
(109, 117), -> [19]
(117, 292), -> [33]
(292, 102), -> [7]
(110, 258), -> [31]
(109, 271), -> [17]
(271, 107), -> [38]
(107, 101), -> [35]
(325, 101), -> [3]
(120, 342), -> [6]
(342, 117), -> [13]
(117, 298), -> [17]
(101, 341), -> [44]
(341, 53), -> [60]
(53, 327), -> [49]
(327, 309), -> [1]
(309, 104), -> [1]
(338, 121), -> [2]
(121, 321), -> [22]
(110, 103), -> [47]
(103, 272), -> [14]
(272, 98), -> [10]
(257, 97), -> [8]
(283, 65), -> [7]
(116, 341), -> [21]
(341, 54), -> [23]
(54, 93), -> [23]
(93, 10), -> [82]
(344, 109), -> [15]
(267, 272), -> [42]
(272, 105), -> [8]
(351, 83), -> [11]
(116, 298), -> [4]
(104, 32), -> [58]
(319, 71), -> [4]
(71, 278), -> [5]
(310, 99), -> [22]
(99, 290), -> [30]
(290, 266), -> [68]
(266, 277), -> [8]
(339, 270), -> [12]
(270, 266), -> [17]
(266, 73), -> [15]
(73, 116), -> [18]
(116, 274), -> [21]
(274, 105), -> [41]
(32, 270), -> [16]
(121, 341), -> [20]
(341, 55), -> [7]
(55, 93), -> [31]
(93, 91), -> [164]
(91, 56), -> [4]
(56, 327), -> [44]
(327, 282), -> [57]
(344, 112), -> [6]
(112, 347), -> [3]
(347, 278), -> [5]
(292, 103), -> [7]
(103, 320), -> [11]
(347, 45), -> [4]
(100, 102), -> [2]
(257, 67), -> [62]
(67, 104), -> [118]
(104, 271), -> [60]
(349, 67), -> [10]
(271, 109), -> [7]
(109, 263), -> [10]
(256, 65), -> [31]
(264, 105), -> [9]
(66, 274), -> [4]
(274, 100), -> [5]
(105, 257), -> [12]
(348, 270), -> [9]
(109, 105), -> [37]
(266, 290), -> [7]
(286, 109), -> [23]
(116, 273), -> [55]
(272, 119), -> [6]
(32, 111), -> [13]
(292, 98), -> [4]
(115, 349), -> [23]
(108, 112), -> [32]
(338, 263), -> [5]
(263, 288), -> [55]
(288, 49), -> [8]
(56, 48), -> [13]
(48, 115), -> [8]
(115, 341), -> [49]
(341, 57), -> [8]
(57, 93), -> [16]
(48, 93), -> [20]
(109, 347), -> [13]
(257, 77), -> [55]
(256, 40), -> [76]
(111, 101), -> [16]
(101, 104), -> [10]
(104, 108), -> [16]
(108, 290), -> [16]
(290, 107), -> [2]
(107, 97), -> [4]
(109, 112), -> [29]
(289, 257), -> [8]
(278, 338), -> [3]
(278, 341), -> [7]
(341, 49), -> [80]
(49, 49), -> [105]
(49, 93), -> [25]
(266, 115), -> [52]
(272, 101), -> [12]
(273, 121), -> [1]
(121, 101), -> [41]
(262, 279), -> [17]
(279, 338), -> [10]
(338, 67), -> [7]
(104, 265), -> [36]
(265, 339), -> [13]
(339, 109), -> [3]
(109, 348), -> [1]
(348, 116), -> [2]
(102, 271), -> [2]
(32, 267), -> [22]
(267, 97), -> [54]
(272, 104), -> [10]
(258, 112), -> [11]
(114, 284), -> [8]
(284, 97), -> [19]
(32, 264), -> [13]
(262, 99), -> [14]
(105, 290), -> [10]
(50, 93), -> [33]
(265, 115), -> [31]
(115, 298), -> [18]
(298, 270), -> [4]
(270, 341), -> [3]
(331, 347), -> [1]
(347, 116), -> [35]
(290, 100), -> [59]
(268, 112), -> [9]
(310, 284), -> [3]
(284, 111), -> [22]
(319, 107), -> [1]
(107, 263), -> [9]
(278, 103), -> [14]
(103, 271), -> [7]
(266, 65), -> [35]
(338, 77), -> [9]
(77, 264), -> [21]
(115, 322), -> [2]
(322, 32), -> [3]
(83, 284), -> [15]
(273, 66), -> [6]
(66, 278), -> [3]
(110, 271), -> [5]
(100, 263), -> [2]
(70, 114), -> [12]
(99, 105), -> [75]
(339, 278), -> [16]
(115, 44), -> [17]
(49, 53), -> [89]
(327, 98), -> [5]
(101, 102), -> [45]
(256, 116), -> [14]
(115, 102), -> [9]
(278, 114), -> [12]
(305, 288), -> [29]
(100, 99), -> [2]
(323, 266), -> [2]
(108, 341), -> [4]
(54, 327), -> [43]
(327, 354), -> [21]
(354, 102), -> [3]
(273, 109), -> [22]
(111, 276), -> [3]
(276, 352), -> [1]
(352, 338), -> [7]
(338, 114), -> [10]
(111, 312), -> [31]
(312, 256), -> [16]
(97, 44), -> [5]
(55, 327), -> [44]
(327, 119), -> [9]
(278, 256), -> [40]
(256, 282), -> [4]
(266, 347), -> [4]
(268, 87), -> [3]
(316, 101), -> [1]
(101, 338), -> [2]
(338, 350), -> [2]
(350, 110), -> [131]
(105, 291), -> [2]
(291, 47), -> [1]
(47, 83), -> [2]
(83, 290), -> [4]
(290, 105), -> [9]
(105, 283), -> [3]
(283, 72), -> [4]
(72, 105), -> [51]
(56, 93), -> [25]
(65, 266), -> [16]
(256, 110), -> [8]
(110, 263), -> [4]
(263, 116), -> [26]
(278, 310), -> [2]
(292, 267), -> [1]
(267, 101), -> [30]
(347, 272), -> [6]
(272, 319), -> [9]
(260, 66), -> [3]
(278, 107), -> [3]
(107, 262), -> [32]
(262, 89), -> [3]
(321, 267), -> [4]
(104, 101), -> [75]
(347, 114), -> [1]
(99, 97), -> [53]
(100, 293), -> [26]
(293, 273), -> [7]
(57, 327), -> [53]
(331, 274), -> [5]
(32, 116), -> [19]
(268, 320), -> [2]
(320, 103), -> [12]
(108, 271), -> [11]
(273, 352), -> [14]
(352, 78), -> [13]
(32, 89), -> [61]
(89, 291), -> [43]
(32, 67), -> [81]
(67, 105), -> [12]
(283, 118), -> [4]
(118, 111), -> [43]
(99, 292), -> [30]
(292, 319), -> [10]
(325, 108), -> [5]
(341, 261), -> [9]
(261, 327), -> [5]
(266, 108), -> [8]
(108, 347), -> [24]
(262, 305), -> [6]
(305, 119), -> [3]
(258, 99), -> [8]
(257, 263), -> [19]
(273, 83), -> [29]
(104, 270), -> [34]
(338, 84), -> [8]
(84, 119), -> [11]
(119, 97), -> [16]
(263, 344), -> [1]
(344, 115), -> [14]
(105, 284), -> [51]
(256, 104), -> [29]
(272, 34), -> [11]
(34, 119), -> [3]
(119, 270), -> [10]
(266, 352), -> [25]
(352, 106), -> [2]
(106, 312), -> [8]
(312, 266), -> [171]
(266, 114), -> [7]
(32, 271), -> [26]
(271, 321), -> [3]
(258, 275), -> [6]
(275, 98), -> [5]
(260, 298), -> [1]
(319, 100), -> [8]
(100, 289), -> [25]
(289, 100), -> [1]
(98, 321), -> [23]
(321, 266), -> [35]
(266, 101), -> [13]
(278, 121), -> [5]
(121, 267), -> [5]
(267, 296), -> [2]
(296, 34), -> [5]
(34, 341), -> [41]
(331, 115), -> [9]
(107, 290), -> [5]
(262, 112), -> [20]
(109, 325), -> [17]
(102, 310), -> [3]
(310, 298), -> [8]
(118, 274), -> [4]
(319, 101), -> [5]
(118, 290), -> [41]
(91, 50), -> [55]
(327, 65), -> [32]
(119, 347), -> [1]
(347, 284), -> [11]
(284, 325), -> [5]
(273, 97), -> [12]
(70, 97), -> [38]
(105, 267), -> [77]
(32, 72), -> [63]
(72, 343), -> [6]
(343, 257), -> [3]
(108, 266), -> [11]
(115, 331), -> [79]
(331, 110), -> [2]
(268, 352), -> [35]
(109, 346), -> [9]
(256, 352), -> [16]
(257, 352), -> [3]
(352, 112), -> [16]
(117, 256), -> [13]
(272, 263), -> [17]
(340, 341), -> [7]
(331, 116), -> [2]
(268, 267), -> [25]
(256, 101), -> [4]
(352, 118), -> [6]
(258, 108), -> [4]
(108, 262), -> [15]
(98, 109), -> [1]
(268, 100), -> [6]
(293, 111), -> [17]
(112, 349), -> [2]
(349, 351), -> [14]
(351, 68), -> [2]
(301, 273), -> [9]
(273, 80), -> [21]
(80, 271), -> [14]
(116, 279), -> [18]
(279, 319), -> [7]
(319, 68), -> [4]
(120, 105), -> [10]
(340, 107), -> [31]
(262, 107), -> [4]
(107, 271), -> [1]
(271, 97), -> [21]
(97, 111), -> [2]
(256, 99), -> [24]
(50, 53), -> [73]
(331, 119), -> [33]
(348, 320), -> [8]
(320, 106), -> [1]
(257, 104), -> [10]
(257, 98), -> [15]
(97, 312), -> [9]
(34, 101), -> [2]
(121, 264), -> [7]
(266, 305), -> [5]
(32, 119), -> [79]
(270, 116), -> [16]
(352, 100), -> [13]
(73, 32), -> [29]
(111, 259), -> [31]
(83, 111), -> [26]
(257, 73), -> [15]
(32, 107), -> [2]
(112, 266), -> [3]
(267, 263), -> [3]
(107, 325), -> [35]
(325, 352), -> [21]
(109, 121), -> [5]
(121, 115), -> [10]
(108, 102), -> [28]
(102, 257), -> [7]
(101, 268), -> [11]
(352, 102), -> [6]
(256, 321), -> [3]
(266, 338), -> [9]
(98, 256), -> [18]
(256, 100), -> [20]
(46, 34), -> [13]
(34, 91), -> [8]
(50, 54), -> [75]
(115, 353), -> [1]
(256, 72), -> [16]
(72, 271), -> [22]
(271, 98), -> [8]
(291, 257), -> [5]
(257, 78), -> [25]
(32, 74), -> [15]
(74, 278), -> [2]
(273, 117), -> [3]
(348, 49), -> [3]
(32, 121), -> [9]
(262, 111), -> [5]
(325, 263), -> [16]
(338, 108), -> [5]
(99, 323), -> [1]
(323, 102), -> [19]
(112, 341), -> [7]
(50, 55), -> [73]
(50, 56), -> [58]
(104, 290), -> [13]
(348, 271), -> [1]
(258, 49), -> [1]
(50, 32), -> [11]
(257, 109), -> [10]
(32, 82), -> [26]
(82, 264), -> [3]
(264, 110), -> [11]
(114, 293), -> [23]
(293, 272), -> [2]
(272, 116), -> [12]
(117, 103), -> [185]
(104, 266), -> [24]
(273, 103), -> [5]
(271, 259), -> [5]
(259, 67), -> [4]
(112, 268), -> [18]
(262, 348), -> [11]
(257, 108), -> [6]
(325, 104), -> [22]
(352, 119), -> [17]
(76, 117), -> [8]
(107, 273), -> [2]
(273, 89), -> [2]
(321, 34), -> [1]
(50, 57), -> [73]
(327, 73), -> [39]
(48, 51), -> [8]
(266, 319), -> [19]
(271, 290), -> [8]
(262, 339), -> [7]
(107, 226), -> [2]
(147, 98), -> [1]
(98, 97), -> [27]
(268, 116), -> [9]
(274, 290), -> [7]
(266, 109), -> [22]
(270, 97), -> [19]
(272, 68), -> [3]
(68, 270), -> [11]
(68, 121), -> [6]
(121, 109), -> [10]
(109, 116), -> [2]
(119, 259), -> [4]
(259, 87), -> [5]
(65, 98), -> [13]
(278, 99), -> [8]
(99, 313), -> [1]
(313, 98), -> [1]
(256, 38), -> [5]
(38, 32), -> [28]
(116, 284), -> [18]
(348, 112), -> [12]
(271, 266), -> [43]
(101, 105), -> [86]
(105, 260), -> [17]
(260, 34), -> [1]
(34, 82), -> [4]
(82, 105), -> [12]
(271, 115), -> [11]
(115, 34), -> [26]
(110, 257), -> [10]
(258, 270), -> [2]
(32, 330), -> [3]
(330, 115), -> [4]
(77, 289), -> [3]
(289, 98), -> [1]
(301, 263), -> [5]
(279, 67), -> [6]
(67, 68), -> [6]
(68, 257), -> [1]
(319, 109), -> [7]
(101, 266), -> [36]
(97, 106), -> [4]
(106, 283), -> [2]
(283, 320), -> [3]
(51, 48), -> [72]
(48, 327), -> [40]
(325, 330), -> [1]
(266, 270), -> [9]
(119, 99), -> [2]
(257, 267), -> [4]
(267, 290), -> [6]
(348, 103), -> [4]
(103, 105), -> [47]
(105, 118), -> [101]
(266, 100), -> [29]
(112, 109), -> [4]
(101, 292), -> [12]
(319, 98), -> [10]
(320, 113), -> [4]
(113, 117), -> [41]
(266, 116), -> [14]
(116, 265), -> [17]
(265, 112), -> [4]
(112, 262), -> [22]
(262, 352), -> [27]
(343, 256), -> [28]
(51, 49), -> [55]
(91, 51), -> [67]
(51, 50), -> [17]
(51, 51), -> [22]
(327, 84), -> [10]
(98, 320), -> [8]
(263, 305), -> [2]
(288, 99), -> [5]
(352, 77), -> [6]
(284, 344), -> [3]
(344, 78), -> [13]
(102, 340), -> [17]
(340, 256), -> [16]
(256, 119), -> [17]
(273, 320), -> [4]
(347, 268), -> [65]
(352, 72), -> [4]
(72, 290), -> [4]
(264, 118), -> [10]
(268, 72), -> [3]
(108, 91), -> [1]
(51, 53), -> [20]
(352, 65), -> [4]
(65, 271), -> [4]
(271, 279), -> [4]
(279, 65), -> [22]
(116, 119), -> [24]
(119, 111), -> [30]
(272, 305), -> [3]
(115, 284), -> [12]
(284, 101), -> [16]
(256, 267), -> [20]
(267, 114), -> [16]
(114, 321), -> [20]
(321, 103), -> [18]
(286, 310), -> [2]
(108, 296), -> [8]
(296, 259), -> [4]
(331, 103), -> [1]
(117, 347), -> [3]
(268, 264), -> [4]
(256, 121), -> [7]
(260, 101), -> [4]
(51, 55), -> [21]
(10, 261), -> [7]
(56, 58), -> [3]
(101, 324), -> [5]
(324, 110), -> [3]
(110, 296), -> [4]
(296, 262), -> [15]
(266, 274), -> [17]
(353, 10), -> [1]
(265, 290), -> [8]
(268, 77), -> [9]
(84, 114), -> [32]
(111, 273), -> [6]
(273, 86), -> [3]
(66, 320), -> [18]
(320, 116), -> [11]
(266, 74), -> [6]
(109, 310), -> [37]
(77, 99), -> [37]
(99, 65), -> [1]
(110, 274), -> [13]
(275, 87), -> [5]
(87, 271), -> [2]
(271, 114), -> [8]
(66, 114), -> [34]
(115, 91), -> [6]
(51, 56), -> [17]
(51, 57), -> [20]
(268, 338), -> [13]
(339, 325), -> [3]
(325, 119), -> [1]
(325, 320), -> [6]
(105, 122), -> [32]
(122, 32), -> [6]
(341, 52), -> [55]
(273, 98), -> [5]
(283, 116), -> [2]
(111, 45), -> [26]
(104, 321), -> [12]
(115, 310), -> [14]
(262, 101), -> [12]
(278, 273), -> [13]
(273, 84), -> [21]
(84, 117), -> [11]
(117, 310), -> [8]
(310, 100), -> [1]
(100, 97), -> [35]
(111, 279), -> [3]
(52, 49), -> [17]
(327, 82), -> [6]
(115, 256), -> [41]
(275, 115), -> [14]
(34, 115), -> [8]
(115, 286), -> [10]
(288, 101), -> [2]
(105, 310), -> [7]
(73, 39), -> [5]
(39, 118), -> [4]
(100, 264), -> [34]
(259, 66), -> [6]
(115, 340), -> [4]
(340, 274), -> [2]
(348, 106), -> [1]
(291, 259), -> [1]
(101, 39), -> [32]
(39, 258), -> [2]
(258, 119), -> [7]
(289, 259), -> [4]
(331, 104), -> [25]
(258, 115), -> [16]
(260, 118), -> [3]
(279, 351), -> [13]
(351, 119), -> [8]
(352, 115), -> [17]
(115, 289), -> [9]
(259, 65), -> [17]
(267, 288), -> [23]
(288, 109), -> [15]
(266, 263), -> [24]
(99, 320), -> [12]
(320, 100), -> [15]
(105, 98), -> [17]
(115, 46), -> [6]
(275, 121), -> [8]
(266, 271), -> [10]
(275, 83), -> [8]
(264, 121), -> [13]
(121, 47), -> [3]
(47, 65), -> [3]
(65, 84), -> [6]
(84, 320), -> [2]
(256, 112), -> [31]
(104, 325), -> [7]
(312, 101), -> [9]
(101, 44), -> [13]
(52, 50), -> [17]
(98, 117), -> [57]
(117, 266), -> [27]
(102, 266), -> [7]
(66, 77), -> [4]
(77, 71), -> [3]
(71, 45), -> [2]
(45, 111), -> [7]
(268, 82), -> [3]
(40, 108), -> [1]
(264, 273), -> [4]
(340, 41), -> [1]
(351, 49), -> [1]
(288, 108), -> [8]
(108, 344), -> [1]
(344, 108), -> [9]
(351, 99), -> [5]
(271, 256), -> [32]
(319, 267), -> [3]
(32, 34), -> [49]
(34, 99), -> [5]
(116, 91), -> [1]
(91, 116), -> [1]
(296, 327), -> [1]
(327, 111), -> [3]
(344, 339), -> [2]
(117, 102), -> [10]
(102, 300), -> [4]
(348, 274), -> [7]
(51, 93), -> [31]
(100, 58), -> [9]
(32, 103), -> [21]
(103, 290), -> [35]
(117, 263), -> [13]
(348, 114), -> [5]
(110, 110), -> [33]
(325, 321), -> [1]
(351, 298), -> [1]
(259, 73), -> [13]
(112, 116), -> [122]
(267, 310), -> [3]
(351, 109), -> [8]
(279, 270), -> [1]
(298, 301), -> [4]
(32, 320), -> [47]
(103, 111), -> [21]
(111, 325), -> [4]
(325, 267), -> [12]
(104, 46), -> [1]
(52, 51), -> [19]
(10, 345), -> [9]
(345, 115), -> [12]
(296, 325), -> [8]
(325, 279), -> [6]
(109, 340), -> [10]
(340, 114), -> [2]
(289, 325), -> [4]
(338, 103), -> [8]
(271, 10), -> [1]
(266, 111), -> [2]
(290, 325), -> [9]
(283, 66), -> [12]
(258, 80), -> [4]
(48, 55), -> [30]
(55, 259), -> [1]
(112, 313), -> [11]
(313, 111), -> [10]
(331, 111), -> [4]
(268, 305), -> [8]
(114, 262), -> [3]
(262, 102), -> [27]
(283, 111), -> [2]
(270, 262), -> [18]
(55, 32), -> [15]
(319, 261), -> [11]
(56, 341), -> [3]
(52, 52), -> [24]
(52, 93), -> [22]
(266, 78), -> [29]
(344, 66), -> [12]
(114, 258), -> [9]
(258, 67), -> [8]
(67, 97), -> [36]
(53, 257), -> [5]
(266, 99), -> [21]
(275, 347), -> [1]
(290, 298), -> [30]
(291, 284), -> [4]
(338, 68), -> [7]
(68, 320), -> [6]
(109, 87), -> [1]
(262, 281), -> [10]
(271, 325), -> [3]
(100, 290), -> [47]
(115, 259), -> [27]
(116, 338), -> [6]
(52, 341), -> [5]
(52, 53), -> [25]
(348, 264), -> [6]
(351, 66), -> [2]
(338, 267), -> [2]
(320, 101), -> [13]
(101, 45), -> [23]
(266, 339), -> [14]
(339, 97), -> [31]
(270, 273), -> [18]
(283, 270), -> [6]
(32, 310), -> [2]
(268, 36), -> [9]
(36, 49), -> [29]
(49, 261), -> [3]
(261, 44), -> [1]
(44, 48), -> [30]
(48, 341), -> [10]
(52, 54), -> [20]
(52, 55), -> [18]
(331, 98), -> [3]
(279, 104), -> [8]
(112, 264), -> [7]
(109, 321), -> [3]
(321, 262), -> [20]
(262, 100), -> [18]
(267, 270), -> [20]
(119, 114), -> [14]
(256, 283), -> [2]
(283, 99), -> [5]
(45, 119), -> [12]
(257, 82), -> [39]
(266, 69), -> [4]
(69, 301), -> [7]
(301, 105), -> [14]
(262, 79), -> [10]
(79, 114), -> [6]
(114, 114), -> [5]
(114, 274), -> [15]
(66, 265), -> [29]
(265, 270), -> [15]
(97, 104), -> [34]
(80, 101), -> [33]
(52, 56), -> [21]
(327, 345), -> [1]
(345, 119), -> [11]
(279, 79), -> [9]
(99, 305), -> [198]
(305, 287), -> [198]
(287, 50), -> [87]
(52, 269), -> [18]
(269, 48), -> [81]
(54, 341), -> [4]
(52, 57), -> [20]
(327, 67), -> [15]
(67, 321), -> [69]
(273, 87), -> [14]
(273, 99), -> [14]
(99, 265), -> [43]
(265, 298), -> [47]
(265, 262), -> [28]
(262, 78), -> [13]
(101, 293), -> [4]
(293, 268), -> [3]
(272, 267), -> [7]
(320, 118), -> [25]
(105, 321), -> [3]
(325, 116), -> [1]
(290, 97), -> [9]
(262, 98), -> [11]
(34, 104), -> [2]
(264, 310), -> [4]
(116, 121), -> [50]
(115, 109), -> [20]
(109, 34), -> [2]
(53, 48), -> [42]
(354, 274), -> [4]
(266, 110), -> [18]
(353, 287), -> [22]
(287, 102), -> [3]
(275, 85), -> [10]
(83, 32), -> [23]
(258, 261), -> [26]
(48, 257), -> [9]
(257, 279), -> [3]
(279, 119), -> [5]
(53, 55), -> [22]
(115, 226), -> [4]
(128, 148), -> [23]
(148, 275), -> [4]
(273, 279), -> [7]
(273, 270), -> [8]
(288, 85), -> [22]
(288, 261), -> [7]
(48, 262), -> [4]
(100, 342), -> [4]
(53, 49), -> [20]
(273, 116), -> [5]
(338, 85), -> [2]
(347, 263), -> [2]
(263, 353), -> [1]
(353, 45), -> [2]
(45, 99), -> [12]
(278, 298), -> [8]
(105, 268), -> [13]
(353, 341), -> [5]
(53, 50), -> [20]
(262, 119), -> [14]
(102, 270), -> [14]
(99, 273), -> [9]
(273, 100), -> [11]
(114, 296), -> [12]
(296, 288), -> [32]
(288, 350), -> [1]
(256, 261), -> [10]
(34, 84), -> [10]
(99, 71), -> [10]
(256, 98), -> [24]
(103, 325), -> [5]
(325, 319), -> [8]
(115, 290), -> [18]
(105, 349), -> [18]
(349, 323), -> [1]
(288, 67), -> [6]
(68, 32), -> [7]
(65, 262), -> [13]
(262, 267), -> [3]
(348, 110), -> [10]
(290, 321), -> [2]
(114, 110), -> [36]
(273, 119), -> [6]
(119, 321), -> [7]
(321, 108), -> [12]
(266, 279), -> [15]
(111, 283), -> [2]
(283, 352), -> [2]
(111, 341), -> [5]
(53, 51), -> [19]
(325, 345), -> [3]
(345, 277), -> [6]
(32, 305), -> [24]
(319, 116), -> [8]
(271, 270), -> [3]
(310, 59), -> [2]
(59, 32), -> [44]
(283, 82), -> [2]
(82, 97), -> [23]
(70, 108), -> [13]
(347, 349), -> [16]
(349, 100), -> [6]
(260, 261), -> [1]
(114, 44), -> [4]
(91, 53), -> [62]
(53, 52), -> [17]
(327, 348), -> [2]
(99, 293), -> [2]
(283, 69), -> [3]
(69, 265), -> [5]
(104, 117), -> [16]
(284, 341), -> [3]
(53, 53), -> [18]
(327, 66), -> [9]
(105, 258), -> [40]
(258, 267), -> [7]
(267, 321), -> [7]
(258, 263), -> [5]
(263, 105), -> [11]
(298, 274), -> [3]
(276, 351), -> [1]
(338, 49), -> [1]
(53, 45), -> [2]
(45, 121), -> [11]
(271, 45), -> [11]
(263, 352), -> [13]
(338, 112), -> [18]
(312, 108), -> [6]
(110, 107), -> [3]
(107, 110), -> [12]
(116, 226), -> [1]
(148, 116), -> [2]
(256, 103), -> [8]
(114, 108), -> [7]
(339, 290), -> [5]
(301, 111), -> [16]
(119, 325), -> [6]
(325, 34), -> [6]
(260, 109), -> [3]
(349, 119), -> [12]
(256, 320), -> [13]
(266, 261), -> [16]
(84, 101), -> [23]
(77, 273), -> [9]
(273, 71), -> [6]
(71, 117), -> [38]
(271, 34), -> [4]
(34, 79), -> [9]
(79, 117), -> [19]
(260, 83), -> [6]
(103, 34), -> [4]
(34, 80), -> [5]
(80, 340), -> [8]
(340, 116), -> [7]
(352, 66), -> [5]
(66, 117), -> [11]
(110, 34), -> [5]
(100, 39), -> [17]
(83, 97), -> [26]
(258, 78), -> [3]
(111, 300), -> [10]
(300, 65), -> [22]
(279, 66), -> [20]
(344, 72), -> [8]
(266, 67), -> [20]
(325, 110), -> [2]
(287, 264), -> [9]
(266, 112), -> [30]
(279, 352), -> [13]
(100, 108), -> [16]
(338, 110), -> [11]
(53, 54), -> [21]
(327, 34), -> [5]
(284, 268), -> [6]
(268, 110), -> [7]
(287, 267), -> [2]
(114, 116), -> [8]
(69, 80), -> [2]
(80, 115), -> [1]
(257, 354), -> [5]
(354, 345), -> [4]
(345, 72), -> [14]
(273, 67), -> [8]
(301, 342), -> [4]
(279, 263), -> [17]
(32, 79), -> [32]
(287, 261), -> [14]
(319, 66), -> [16]
(69, 121), -> [5]
(121, 349), -> [2]
(32, 350), -> [3]
(350, 108), -> [173]
(273, 261), -> [16]
