Byte pair, Frequency
(318, 87), -> [25]
(260, 73), -> [4]
(291, 63), -> [1]
(300, 80), -> [29]
(101, 337), -> [61]
(337, 79), -> [41]
(285, 54), -> [116]
(54, 308), -> [58]
(308, 68), -> [69]
(285, 56), -> [49]
(56, 304), -> [16]
(304, 34), -> [133]
(34, 58), -> [1]
(119, 264), -> [2]
(321, 300), -> [1]
(264, 46), -> [1]
(286, 259), -> [4]
(53, 337), -> [5]
(53, 297), -> [48]
(314, 50), -> [144]
(54, 269), -> [24]
(304, 74), -> [8]
(74, 101), -> [8]
(279, 261), -> [1]
(112, 259), -> [23]
(259, 49), -> [36]
(49, 304), -> [82]
(304, 82), -> [26]
(318, 311), -> [91]
(258, 354), -> [5]
(279, 87), -> [4]
(258, 69), -> [6]
(115, 337), -> [25]
(337, 350), -> [79]
(308, 350), -> [117]
(54, 304), -> [43]
(304, 77), -> [41]
(75, 289), -> [1]
(51, 318), -> [104]
(263, 98), -> [1]
(104, 58), -> [2]
(260, 275), -> [1]
(292, 113), -> [1]
(100, 63), -> [4]
(100, 337), -> [72]
(337, 70), -> [26]
(52, 308), -> [25]
(308, 70), -> [58]
(273, 52), -> [7]
(52, 297), -> [69]
(52, 304), -> [33]
(304, 69), -> [7]
(321, 45), -> [1]
(83, 109), -> [7]
(321, 301), -> [1]
(97, 45), -> [2]
(45, 77), -> [4]
(97, 256), -> [1]
(345, 116), -> [3]
(301, 262), -> [5]
(39, 73), -> [12]
(351, 121), -> [1]
(116, 337), -> [6]
(57, 304), -> [45]
(304, 86), -> [6]
(55, 318), -> [26]
(345, 270), -> [1]
(104, 343), -> [4]
(281, 103), -> [2]
(310, 300), -> [17]
(354, 80), -> [3]
(338, 73), -> [1]
(110, 113), -> [1]
(278, 337), -> [14]
(308, 74), -> [31]
(45, 71), -> [2]
(312, 300), -> [2]
(65, 80), -> [1]
(78, 69), -> [2]
(69, 87), -> [1]
(87, 83), -> [1]
(83, 259), -> [4]
(55, 337), -> [15]
(50, 297), -> [72]
(345, 339), -> [1]
(109, 266), -> [1]
(97, 347), -> [1]
(347, 34), -> [1]
(270, 315), -> [1]
(315, 66), -> [2]
(66, 82), -> [2]
(82, 50), -> [1]
(52, 259), -> [2]
(337, 68), -> [48]
(314, 51), -> [40]
(49, 308), -> [49]
(51, 304), -> [133]
(304, 87), -> [36]
(340, 286), -> [3]
(40, 79), -> [74]
(285, 49), -> [34]
(49, 318), -> [51]
(318, 89), -> [4]
(101, 300), -> [79]
(308, 79), -> [58]
(97, 97), -> [2]
(98, 257), -> [1]
(261, 285), -> [19]
(52, 318), -> [42]
(345, 73), -> [23]
(119, 300), -> [16]
(300, 69), -> [23]
(115, 113), -> [5]
(320, 337), -> [4]
(53, 308), -> [50]
(53, 304), -> [37]
(325, 70), -> [6]
(267, 58), -> [2]
(39, 109), -> [3]
(270, 259), -> [6]
(291, 39), -> [3]
(300, 281), -> [7]
(259, 74), -> [8]
(273, 51), -> [33]
(337, 78), -> [54]
(304, 85), -> [3]
(85, 104), -> [1]
(284, 257), -> [10]
(48, 318), -> [21]
(318, 80), -> [7]
(111, 305), -> [3]
(305, 262), -> [3]
(345, 338), -> [1]
(285, 51), -> [54]
(51, 308), -> [77]
(304, 72), -> [22]
(72, 347), -> [1]
(347, 122), -> [2]
(40, 68), -> [56]
(314, 56), -> [26]
(56, 318), -> [33]
(286, 300), -> [3]
(337, 65), -> [60]
(50, 304), -> [152]
(77, 290), -> [3]
(110, 290), -> [2]
(40, 78), -> [83]
(325, 326), -> [1]
(283, 36), -> [1]
(44, 53), -> [1]
(48, 300), -> [13]
(304, 67), -> [48]
(54, 318), -> [15]
(345, 281), -> [9]
(281, 116), -> [4]
(352, 281), -> [4]
(338, 348), -> [1]
(72, 264), -> [6]
(70, 265), -> [3]
(296, 300), -> [9]
(300, 87), -> [4]
(87, 67), -> [1]
(65, 85), -> [1]
(85, 337), -> [1]
(337, 83), -> [32]
(50, 300), -> [7]
(40, 65), -> [69]
(50, 318), -> [79]
(345, 79), -> [2]
(290, 262), -> [5]
(109, 338), -> [2]
(300, 84), -> [23]
(121, 337), -> [39]
(99, 80), -> [1]
(56, 285), -> [61]
(270, 337), -> [13]
(266, 51), -> [17]
(354, 85), -> [1]
(268, 311), -> [1]
(77, 291), -> [19]
(291, 265), -> [2]
(331, 84), -> [2]
(262, 39), -> [11]
(39, 84), -> [4]
(119, 39), -> [8]
(39, 257), -> [1]
(345, 83), -> [23]
(118, 291), -> [3]
(289, 323), -> [1]
(102, 58), -> [1]
(325, 84), -> [5]
(352, 79), -> [1]
(271, 300), -> [19]
(300, 67), -> [48]
(84, 337), -> [8]
(308, 77), -> [69]
(48, 304), -> [11]
(304, 68), -> [19]
(105, 117), -> [4]
(117, 257), -> [6]
(120, 273), -> [1]
(262, 58), -> [9]
(40, 80), -> [6]
(351, 50), -> [1]
(41, 300), -> [17]
(84, 259), -> [11]
(259, 78), -> [17]
(56, 337), -> [9]
(274, 342), -> [2]
(342, 257), -> [2]
(74, 105), -> [6]
(304, 81), -> [1]
(257, 72), -> [13]
(97, 259), -> [3]
(34, 86), -> [1]
(98, 283), -> [1]
(102, 195), -> [1]
(348, 39), -> [4]
(39, 274), -> [1]
(289, 39), -> [2]
(321, 265), -> [1]
(265, 278), -> [1]
(339, 337), -> [6]
(304, 75), -> [27]
(75, 117), -> [1]
(278, 263), -> [3]
(261, 318), -> [41]
(262, 321), -> [2]
(353, 300), -> [10]
(78, 74), -> [2]
(74, 46), -> [1]
(286, 337), -> [1]
(40, 74), -> [29]
(318, 69), -> [9]
(88, 67), -> [1]
(67, 76), -> [3]
(76, 85), -> [1]
(73, 86), -> [1]
(86, 69), -> [1]
(69, 58), -> [2]
(260, 39), -> [1]
(39, 108), -> [2]
(55, 304), -> [24]
(118, 259), -> [2]
(274, 58), -> [3]
(116, 78), -> [1]
(49, 58), -> [5]
(58, 48), -> [1]
(55, 45), -> [5]
(99, 118), -> [1]
(118, 45), -> [1]
(45, 82), -> [2]
(82, 74), -> [1]
(74, 83), -> [1]
(83, 34), -> [1]
(80, 68), -> [4]
(68, 70), -> [4]
(70, 315), -> [2]
(315, 65), -> [2]
(259, 335), -> [1]
(335, 40), -> [1]
(70, 41), -> [2]
(116, 300), -> [74]
(78, 66), -> [3]
(57, 337), -> [16]
(287, 53), -> [1]
(257, 86), -> [5]
(86, 340), -> [2]
(318, 72), -> [22]
(300, 73), -> [9]
(99, 337), -> [3]
(256, 55), -> [3]
(53, 269), -> [18]
(318, 71), -> [4]
(352, 107), -> [2]
(263, 109), -> [11]
(78, 270), -> [3]
(271, 58), -> [2]
(340, 300), -> [11]
(300, 86), -> [40]
(86, 270), -> [6]
(114, 337), -> [2]
(308, 78), -> [64]
(291, 300), -> [5]
(48, 337), -> [4]
(304, 71), -> [31]
(103, 322), -> [1]
(322, 97), -> [1]
(57, 318), -> [64]
(318, 354), -> [34]
(354, 86), -> [2]
(300, 82), -> [52]
(57, 308), -> [39]
(345, 320), -> [4]
(108, 286), -> [2]
(97, 300), -> [8]
(55, 269), -> [22]
(49, 337), -> [12]
(266, 55), -> [8]
(272, 345), -> [3]
(325, 68), -> [6]
(292, 87), -> [4]
(86, 300), -> [1]
(300, 66), -> [137]
(314, 52), -> [16]
(75, 111), -> [1]
(97, 101), -> [12]
(318, 76), -> [7]
(45, 87), -> [4]
(304, 76), -> [27]
(318, 83), -> [10]
(308, 83), -> [42]
(101, 76), -> [1]
(318, 70), -> [7]
(279, 39), -> [8]
(39, 103), -> [1]
(266, 39), -> [5]
(39, 275), -> [1]
(108, 39), -> [2]
(74, 279), -> [8]
(112, 300), -> [11]
(259, 112), -> [5]
(304, 80), -> [29]
(58, 288), -> [4]
(57, 45), -> [3]
(264, 113), -> [3]
(117, 278), -> [3]
(338, 226), -> [1]
(263, 300), -> [6]
(273, 53), -> [18]
(318, 79), -> [7]
(66, 342), -> [10]
(86, 72), -> [3]
(72, 49), -> [3]
(112, 107), -> [1]
(66, 290), -> [7]
(273, 38), -> [3]
(86, 290), -> [4]
(55, 308), -> [24]
(87, 264), -> [3]
(320, 290), -> [6]
(290, 98), -> [7]
(257, 90), -> [8]
(90, 97), -> [7]
(79, 39), -> [9]
(39, 77), -> [20]
(318, 84), -> [8]
(273, 75), -> [2]
(119, 98), -> [3]
(344, 36), -> [2]
(77, 343), -> [12]
(270, 300), -> [2]
(300, 70), -> [21]
(310, 337), -> [25]
(304, 345), -> [1]
(40, 67), -> [2]
(68, 315), -> [1]
(259, 261), -> [4]
(54, 259), -> [3]
(77, 82), -> [2]
(82, 49), -> [1]
(304, 84), -> [21]
(102, 259), -> [1]
(345, 226), -> [6]
(301, 77), -> [2]
(340, 337), -> [3]
(304, 78), -> [4]
(57, 269), -> [24]
(318, 67), -> [7]
(115, 100), -> [2]
(289, 58), -> [1]
(32, 55), -> [7]
(344, 82), -> [5]
(259, 51), -> [2]
(51, 337), -> [8]
(345, 74), -> [6]
(262, 82), -> [4]
(114, 300), -> [8]
(54, 337), -> [6]
(296, 59), -> [1]
(117, 258), -> [1]
(268, 76), -> [1]
(97, 337), -> [2]
(256, 54), -> [1]
(345, 78), -> [8]
(105, 84), -> [2]
(300, 71), -> [9]
(259, 68), -> [17]
(121, 300), -> [23]
(266, 57), -> [5]
(345, 111), -> [1]
(51, 269), -> [23]
(56, 308), -> [15]
(274, 45), -> [2]
(121, 310), -> [2]
(104, 320), -> [5]
(256, 79), -> [6]
(279, 84), -> [4]
(345, 89), -> [1]
(87, 263), -> [24]
(272, 80), -> [4]
(314, 55), -> [12]
(32, 52), -> [5]
(262, 226), -> [3]
(284, 300), -> [1]
(265, 256), -> [1]
(256, 85), -> [3]
(278, 119), -> [1]
(40, 66), -> [10]
(103, 315), -> [9]
(315, 82), -> [2]
(82, 321), -> [5]
(104, 115), -> [2]
(257, 75), -> [40]
(77, 286), -> [4]
(32, 226), -> [24]
(262, 261), -> [12]
(340, 338), -> [4]
(343, 338), -> [1]
(304, 65), -> [14]
(65, 107), -> [1]
(256, 57), -> [6]
(345, 352), -> [11]
(107, 41), -> [1]
(300, 105), -> [5]
(110, 349), -> [1]
(349, 83), -> [8]
(101, 315), -> [2]
(315, 85), -> [1]
(112, 337), -> [1]
(268, 78), -> [4]
(264, 300), -> [16]
(354, 79), -> [7]
(79, 98), -> [2]
(259, 80), -> [2]
(111, 81), -> [1]
(314, 57), -> [18]
(318, 66), -> [14]
(49, 300), -> [3]
(304, 66), -> [34]
(45, 89), -> [2]
(65, 121), -> [1]
(77, 114), -> [1]
(273, 56), -> [6]
(345, 67), -> [19]
(98, 262), -> [1]
(348, 83), -> [3]
(83, 298), -> [2]
(315, 89), -> [1]
(89, 97), -> [5]
(111, 33), -> [3]
(33, 32), -> [8]
(74, 343), -> [1]
(345, 65), -> [10]
(349, 39), -> [7]
(39, 83), -> [11]
(68, 300), -> [2]
(48, 269), -> [11]
(315, 71), -> [3]
(314, 54), -> [18]
(262, 345), -> [12]
(345, 97), -> [4]
(272, 39), -> [4]
(39, 86), -> [3]
(77, 83), -> [2]
(83, 78), -> [3]
(67, 259), -> [2]
(345, 84), -> [10]
(272, 79), -> [4]
(110, 266), -> [1]
(86, 77), -> [7]
(75, 121), -> [4]
(318, 75), -> [2]
(279, 71), -> [3]
(349, 66), -> [3]
(111, 352), -> [2]
(77, 293), -> [1]
(293, 101), -> [1]
(86, 337), -> [7]
(287, 51), -> [19]
(34, 261), -> [2]
(48, 308), -> [6]
(345, 82), -> [2]
(121, 39), -> [6]
(86, 259), -> [3]
(345, 68), -> [11]
(68, 286), -> [3]
(349, 345), -> [2]
(345, 348), -> [1]
(348, 121), -> [1]
(78, 259), -> [2]
(102, 109), -> [4]
(318, 74), -> [1]
(289, 272), -> [2]
(39, 72), -> [3]
(116, 39), -> [5]
(325, 311), -> [4]
(257, 39), -> [4]
(108, 272), -> [3]
(348, 72), -> [2]
(39, 66), -> [10]
(318, 78), -> [5]
(89, 46), -> [1]
(46, 59), -> [1]
(318, 309), -> [1]
(309, 38), -> [1]
(32, 309), -> [1]
(309, 82), -> [1]
(348, 79), -> [1]
(278, 98), -> [5]
(83, 289), -> [7]
(270, 340), -> [5]
(79, 77), -> [2]
(71, 33), -> [2]
(39, 67), -> [13]
(39, 33), -> [1]
(33, 300), -> [4]
(315, 336), -> [5]
(336, 65), -> [2]
(318, 281), -> [4]
(281, 109), -> [7]
(109, 314), -> [1]
(314, 87), -> [1]
(339, 63), -> [1]
(318, 49), -> [4]
(117, 264), -> [1]
(345, 77), -> [14]
(259, 50), -> [4]
(107, 300), -> [9]
(266, 56), -> [2]
(339, 300), -> [9]
(271, 338), -> [3]
(345, 38), -> [3]
(112, 58), -> [4]
(349, 72), -> [6]
(71, 82), -> [3]
(82, 65), -> [7]
(77, 77), -> [4]
(77, 89), -> [3]
(89, 262), -> [1]
(70, 343), -> [1]
(78, 83), -> [3]
(83, 65), -> [16]
(73, 344), -> [4]
(344, 77), -> [11]
(278, 112), -> [4]
(105, 342), -> [2]
(342, 256), -> [1]
(67, 101), -> [7]
(339, 263), -> [2]
(300, 89), -> [3]
(33, 259), -> [2]
(67, 66), -> [4]
(66, 83), -> [2]
(318, 65), -> [16]
(78, 286), -> [5]
(101, 349), -> [4]
(301, 121), -> [11]
(121, 119), -> [6]
(107, 58), -> [1]
(354, 53), -> [2]
(114, 113), -> [1]
(117, 32), -> [1]
(108, 300), -> [6]
(103, 300), -> [4]
(300, 116), -> [1]
(316, 99), -> [3]
(148, 32), -> [9]
(300, 103), -> [1]
(46, 291), -> [1]
(103, 259), -> [2]
(50, 337), -> [4]
(111, 277), -> [1]
(74, 259), -> [2]
(259, 40), -> [10]
(324, 262), -> [1]
(112, 72), -> [1]
(112, 68), -> [1]
(68, 88), -> [1]
(88, 337), -> [1]
(347, 286), -> [1]
(286, 273), -> [1]
(69, 33), -> [4]
(349, 70), -> [8]
(274, 319), -> [1]
(319, 79), -> [1]
(226, 132), -> [1]
(132, 162), -> [1]
(162, 32), -> [21]
(58, 10), -> [6]
(128, 162), -> [20]
(304, 226), -> [15]
(300, 79), -> [5]
(345, 76), -> [6]
(349, 87), -> [3]
(101, 277), -> [5]
(277, 115), -> [6]
(345, 114), -> [3]
(349, 275), -> [2]
(273, 39), -> [3]
(39, 281), -> [14]
(110, 300), -> [4]
(300, 76), -> [13]
(300, 85), -> [12]
(289, 337), -> [8]
(344, 39), -> [40]
(39, 58), -> [11]
(270, 264), -> [1]
(45, 79), -> [2]
(45, 65), -> [3]
(82, 337), -> [4]
(318, 39), -> [8]
(39, 354), -> [8]
(320, 300), -> [5]
(290, 119), -> [1]
(74, 312), -> [6]
(101, 287), -> [3]
(287, 65), -> [1]
(256, 56), -> [4]
(85, 46), -> [7]
(46, 75), -> [2]
(75, 259), -> [3]
(39, 76), -> [11]
(278, 39), -> [11]
(354, 99), -> [2]
(310, 259), -> [6]
(52, 337), -> [3]
(50, 58), -> [2]
(260, 80), -> [4]
(40, 86), -> [1]
(111, 41), -> [1]
(102, 80), -> [4]
(274, 337), -> [2]
(87, 114), -> [2]
(348, 65), -> [2]
(262, 38), -> [3]
(99, 113), -> [2]
(39, 49), -> [7]
(319, 39), -> [3]
(72, 312), -> [1]
(102, 339), -> [2]
(283, 39), -> [5]
(270, 102), -> [2]
(111, 39), -> [1]
(352, 39), -> [5]
(39, 78), -> [3]
(266, 52), -> [2]
(343, 271), -> [1]
(277, 301), -> [1]
(103, 45), -> [1]
(351, 39), -> [4]
(346, 349), -> [5]
(121, 339), -> [1]
(65, 116), -> [8]
(273, 345), -> [10]
(267, 300), -> [3]
(108, 122), -> [1]
(122, 323), -> [1]
(281, 98), -> [1]
(342, 99), -> [1]
(278, 59), -> [1]
(99, 195), -> [1]
(70, 270), -> [4]
(304, 90), -> [4]
(90, 111), -> [3]
(57, 300), -> [6]
(57, 39), -> [3]
(83, 342), -> [3]
(290, 349), -> [1]
(349, 86), -> [2]
(34, 49), -> [2]
(57, 34), -> [1]
(314, 53), -> [14]
(279, 72), -> [5]
(36, 261), -> [1]
(344, 70), -> [6]
(70, 271), -> [2]
(281, 117), -> [2]
(257, 311), -> [5]
(257, 79), -> [2]
(120, 115), -> [1]
(344, 89), -> [1]
(45, 69), -> [13]
(74, 291), -> [1]
(348, 87), -> [3]
(274, 300), -> [4]
(336, 74), -> [1]
(344, 76), -> [3]
(346, 274), -> [1]
(66, 256), -> [1]
(274, 112), -> [1]
(265, 274), -> [1]
(325, 49), -> [1]
(75, 347), -> [6]
(347, 273), -> [3]
(349, 321), -> [3]
(345, 87), -> [5]
(351, 69), -> [3]
(338, 82), -> [2]
(89, 32), -> [2]
(353, 337), -> [1]
(120, 337), -> [6]
(264, 122), -> [1]
(53, 300), -> [2]
(318, 261), -> [2]
(349, 281), -> [3]
(262, 69), -> [5]
(352, 87), -> [3]
(260, 77), -> [5]
(281, 339), -> [1]
(119, 288), -> [5]
(288, 311), -> [1]
(45, 75), -> [1]
(100, 292), -> [1]
(291, 274), -> [1]
(34, 300), -> [5]
(263, 274), -> [3]
(345, 70), -> [4]
(331, 83), -> [1]
(68, 347), -> [5]
(325, 74), -> [1]
(49, 259), -> [2]
(111, 63), -> [1]
(349, 121), -> [1]
(79, 104), -> [1]
(121, 304), -> [2]
(304, 73), -> [3]
(73, 114), -> [2]
(114, 118), -> [4]
(318, 73), -> [4]
(110, 344), -> [1]
(39, 68), -> [3]
(76, 268), -> [2]
(352, 84), -> [4]
(40, 69), -> [1]
(108, 312), -> [3]
(259, 52), -> [4]
(338, 38), -> [1]
(344, 119), -> [4]
(277, 112), -> [1]
(323, 105), -> [2]
(104, 259), -> [2]
(74, 293), -> [2]
(44, 39), -> [6]
(316, 265), -> [1]
(40, 76), -> [1]
(290, 41), -> [1]
(78, 353), -> [3]
(76, 87), -> [1]
(87, 89), -> [1]
(89, 77), -> [1]
(77, 68), -> [2]
(68, 39), -> [1]
(73, 82), -> [1]
(73, 265), -> [3]
(264, 337), -> [2]
(78, 90), -> [2]
(90, 32), -> [2]
(90, 259), -> [1]
(349, 85), -> [2]
(99, 348), -> [1]
(348, 40), -> [2]
(338, 87), -> [2]
(79, 108), -> [8]
(258, 302), -> [3]
(99, 68), -> [2]
(68, 278), -> [2]
(345, 39), -> [2]
(289, 296), -> [2]
(50, 77), -> [1]
(82, 117), -> [3]
(344, 65), -> [3]
(256, 89), -> [3]
(290, 39), -> [3]
(34, 54), -> [1]
(287, 57), -> [8]
(345, 66), -> [5]
(258, 226), -> [2]
(258, 85), -> [6]
(349, 80), -> [1]
(351, 281), -> [2]
(260, 68), -> [4]
(304, 70), -> [11]
(273, 88), -> [2]
(88, 259), -> [2]
(258, 68), -> [2]
(312, 270), -> [2]
(56, 294), -> [4]
(294, 87), -> [1]
(293, 59), -> [1]
(273, 226), -> [1]
(284, 349), -> [4]
(292, 76), -> [2]
(46, 83), -> [6]
(83, 46), -> [2]
(45, 85), -> [1]
(39, 69), -> [14]
(312, 122), -> [1]
(122, 107), -> [1]
(107, 111), -> [3]
(77, 259), -> [1]
(262, 316), -> [2]
(275, 39), -> [2]
(39, 82), -> [2]
(99, 39), -> [1]
(78, 348), -> [1]
(348, 88), -> [1]
(88, 344), -> [1]
(39, 79), -> [4]
(33, 39), -> [2]
(34, 316), -> [1]
(316, 97), -> [2]
(73, 70), -> [5]
(70, 80), -> [3]
(80, 73), -> [3]
(354, 311), -> [2]
(116, 47), -> [1]
(104, 300), -> [1]
(83, 113), -> [1]
(115, 304), -> [1]
(287, 114), -> [1]
(114, 109), -> [1]
(331, 73), -> [3]
(108, 320), -> [3]
(45, 281), -> [5]
(272, 67), -> [3]
(102, 305), -> [4]
(98, 287), -> [1]
(109, 300), -> [4]
(349, 261), -> [4]
(111, 264), -> [2]
(338, 78), -> [1]
(338, 281), -> [3]
(304, 79), -> [7]
(85, 262), -> [3]
(263, 267), -> [3]
(78, 77), -> [10]
(69, 259), -> [2]
(116, 107), -> [4]
(331, 38), -> [1]
(87, 321), -> [1]
(107, 100), -> [1]
(104, 293), -> [1]
(352, 69), -> [4]
(103, 340), -> [1]
(262, 311), -> [1]
(301, 300), -> [2]
(296, 116), -> [5]
(83, 110), -> [5]
(39, 71), -> [1]
(345, 99), -> [4]
(259, 55), -> [5]
(316, 110), -> [2]
(259, 53), -> [3]
(325, 39), -> [5]
(39, 87), -> [3]
(260, 71), -> [3]
(98, 121), -> [5]
(344, 84), -> [7]
(82, 340), -> [1]
(340, 284), -> [1]
(354, 66), -> [6]
(120, 39), -> [1]
(273, 79), -> [1]
(340, 39), -> [2]
(261, 300), -> [1]
(272, 52), -> [1]
(271, 344), -> [3]
(41, 39), -> [6]
(288, 70), -> [1]
(312, 107), -> [2]
(66, 273), -> [3]
(106, 97), -> [1]
(67, 291), -> [3]
(291, 99), -> [1]
(291, 270), -> [2]
(78, 263), -> [2]
(107, 337), -> [7]
(343, 97), -> [4]
(310, 278), -> [3]
(65, 339), -> [1]
(339, 264), -> [1]
(259, 69), -> [1]
(72, 321), -> [3]
(45, 76), -> [2]
(110, 352), -> [4]
(272, 76), -> [3]
(121, 114), -> [1]
(85, 108), -> [1]
(289, 103), -> [1]
(119, 290), -> [1]
(262, 121), -> [3]
(67, 78), -> [4]
(67, 337), -> [2]
(289, 300), -> [3]
(104, 109), -> [2]
(318, 77), -> [10]
(39, 75), -> [1]
(97, 39), -> [4]
(345, 109), -> [1]
(349, 71), -> [2]
(268, 39), -> [4]
(265, 338), -> [1]
(257, 290), -> [2]
(344, 51), -> [1]
(51, 45), -> [2]
(65, 66), -> [3]
(108, 299), -> [1]
(299, 105), -> [1]
(122, 264), -> [1]
(340, 308), -> [1]
(51, 259), -> [3]
(344, 302), -> [1]
(119, 256), -> [3]
(116, 304), -> [1]
(51, 300), -> [1]
(100, 308), -> [41]
(344, 79), -> [1]
(110, 279), -> [1]
(118, 32), -> [1]
(347, 267), -> [2]
(72, 65), -> [1]
(73, 77), -> [5]
(266, 345), -> [4]
(120, 300), -> [1]
(256, 39), -> [3]
(120, 58), -> [1]
(284, 288), -> [1]
(292, 85), -> [2]
(39, 70), -> [5]
(263, 39), -> [1]
(102, 106), -> [1]
(106, 270), -> [1]
(289, 116), -> [1]
(111, 310), -> [3]
(310, 110), -> [2]
(79, 115), -> [2]
(85, 116), -> [1]
(97, 66), -> [1]
(108, 59), -> [2]
(344, 338), -> [5]
(259, 106), -> [1]
(32, 302), -> [3]
(338, 305), -> [1]
(104, 100), -> [1]
(97, 277), -> [1]
(277, 257), -> [1]
(316, 119), -> [1]
(318, 282), -> [2]
(349, 107), -> [1]
(293, 300), -> [1]
(283, 40), -> [1]
(114, 39), -> [6]
(300, 68), -> [4]
(349, 36), -> [9]
(121, 107), -> [2]
(109, 99), -> [1]
(99, 122), -> [2]
(122, 121), -> [1]
(354, 98), -> [1]
(278, 342), -> [1]
(342, 291), -> [3]
(118, 296), -> [1]
(288, 345), -> [1]
(258, 70), -> [3]
(46, 41), -> [1]
(270, 284), -> [1]
(271, 349), -> [6]
(281, 292), -> [1]
(267, 338), -> [2]
(268, 345), -> [1]
(258, 113), -> [1]
(117, 340), -> [1]
(78, 78), -> [5]
(78, 32), -> [10]
(71, 259), -> [1]
(65, 71), -> [2]
(65, 70), -> [1]
(70, 84), -> [2]
(84, 82), -> [3]
(347, 293), -> [2]
(279, 345), -> [1]
(78, 117), -> [6]
(353, 39), -> [1]
(51, 267), -> [1]
(103, 337), -> [1]
(266, 265), -> [2]
(340, 58), -> [3]
(283, 121), -> [1]
(260, 84), -> [2]
(65, 79), -> [2]
(79, 76), -> [2]
(76, 337), -> [1]
(34, 282), -> [1]
(104, 349), -> [5]
(89, 300), -> [1]
(32, 81), -> [2]
(318, 302), -> [1]
(344, 282), -> [1]
(267, 349), -> [1]
(339, 259), -> [3]
(110, 83), -> [3]
(34, 74), -> [2]
(266, 316), -> [2]
(74, 290), -> [2]
(78, 70), -> [1]
(70, 76), -> [1]
(76, 259), -> [2]
(266, 302), -> [1]
(288, 39), -> [1]
(39, 57), -> [1]
(119, 337), -> [2]
(119, 44), -> [2]
(69, 101), -> [1]
(281, 263), -> [2]
(304, 281), -> [1]
(281, 105), -> [3]
(354, 67), -> [5]
(257, 309), -> [3]
(309, 40), -> [3]
(339, 279), -> [1]
(340, 296), -> [1]
(41, 58), -> [5]
(32, 57), -> [19]
(147, 57), -> [2]
(50, 259), -> [3]
(259, 100), -> [5]
(105, 58), -> [5]
(48, 46), -> [5]
(48, 47), -> [4]
(47, 49), -> [1]
(46, 261), -> [5]
(50, 46), -> [2]
(56, 259), -> [3]
(83, 50), -> [2]
(50, 67), -> [2]
(67, 73), -> [2]
(99, 78), -> [5]
(54, 59), -> [1]
(278, 264), -> [2]
(262, 350), -> [1]
(56, 300), -> [1]
(348, 302), -> [1]
(325, 81), -> [1]
(86, 117), -> [5]
(354, 339), -> [1]
(304, 100), -> [1]
(301, 256), -> [4]
(80, 312), -> [1]
(257, 81), -> [1]
(345, 103), -> [4]
(86, 101), -> [3]
(256, 354), -> [3]
(72, 121), -> [3]
(271, 63), -> [3]
(320, 308), -> [3]
(290, 122), -> [5]
(122, 270), -> [5]
(67, 346), -> [6]
(147, 49), -> [3]
(121, 308), -> [5]
(310, 279), -> [1]
(107, 308), -> [6]
(82, 308), -> [2]
(266, 81), -> [1]
(101, 308), -> [31]
(101, 67), -> [3]
(115, 308), -> [11]
(260, 75), -> [2]
(75, 340), -> [2]
(107, 323), -> [2]
(75, 291), -> [4]
(110, 104), -> [2]
(99, 308), -> [4]
(39, 102), -> [1]
(325, 67), -> [4]
(103, 353), -> [2]
(353, 308), -> [2]
(286, 115), -> [1]
(272, 121), -> [1]
(104, 308), -> [1]
(258, 277), -> [1]
(65, 46), -> [1]
(46, 86), -> [1]
(98, 259), -> [1]
(324, 349), -> [1]
(286, 264), -> [1]
(84, 347), -> [1]
(105, 337), -> [2]
(98, 286), -> [1]
(283, 293), -> [1]
(270, 308), -> [9]
(278, 308), -> [9]
(272, 283), -> [2]
(340, 259), -> [3]
(256, 311), -> [6]
(105, 72), -> [1]
(116, 82), -> [1]
(111, 308), -> [2]
(69, 103), -> [3]
(344, 73), -> [1]
(266, 226), -> [2]
(310, 308), -> [16]
(347, 63), -> [1]
(258, 73), -> [2]
(300, 350), -> [1]
(318, 316), -> [2]
(264, 107), -> [1]
(281, 273), -> [1]
(354, 51), -> [1]
(121, 59), -> [5]
(74, 310), -> [1]
(301, 116), -> [1]
(68, 274), -> [1]
(39, 117), -> [1]
(115, 312), -> [1]
(69, 308), -> [6]
(272, 111), -> [2]
(338, 74), -> [1]
(45, 67), -> [2]
(318, 57), -> [1]
(260, 67), -> [3]
(119, 102), -> [1]
(258, 39), -> [1]
(286, 44), -> [1]
(304, 89), -> [5]
(89, 117), -> [1]
(265, 97), -> [1]
(351, 313), -> [1]
(39, 48), -> [1]
(76, 348), -> [2]
(348, 86), -> [2]
(103, 348), -> [2]
(97, 343), -> [1]
(107, 267), -> [1]
(104, 39), -> [1]
(286, 291), -> [2]
(87, 290), -> [1]
(263, 63), -> [1]
(63, 41), -> [1]
(256, 226), -> [2]
(69, 32), -> [2]
(86, 343), -> [2]
(257, 350), -> [3]
(83, 305), -> [4]
(305, 101), -> [1]
(283, 87), -> [2]
(148, 319), -> [1]
(84, 263), -> [2]
(263, 312), -> [1]
(312, 257), -> [1]
(83, 312), -> [2]
(319, 311), -> [1]
(342, 101), -> [1]
(263, 308), -> [1]
(345, 291), -> [1]
(39, 100), -> [1]
(45, 267), -> [1]
(53, 39), -> [1]
(39, 115), -> [1]
(77, 80), -> [2]
(80, 65), -> [1]
(283, 345), -> [1]
(298, 32), -> [2]
(115, 283), -> [1]
